score	page	triggers	class	note
4	page-1156	bahan,bumbu,resep,masakan
4	page-1150	bahan,bumbu,resep,masakan
4	page-1140	bahan,bumbu,resep,masakan
4	page-1132	bahan,bumbu,resep,masakan
4	page-1130	bahan,bumbu,resep,masakan
4	page-1128	bahan,bumbu,resep,masakan
4	page-1124	bahan,bumbu,resep,masakan
4	page-1120	bahan,bumbu,resep,masakan
4	page-1118	bahan,bumbu,resep,masakan
4	page-1112	bahan,bumbu,resep,masakan
4	page-1110	bahan,bumbu,resep,masakan
4	page-1100	bahan,bumbu,resep,masakan
4	page-1098	bahan,bumbu,resep,masakan
4	page-1092	bahan,bumbu,resep,masakan
4	page-1086	bahan,bumbu,resep,masakan
4	page-1084	bahan,bumbu,resep,masakan
4	page-1074	bahan,bumbu,resep,masakan
4	page-1072	bahan,bumbu,resep,masakan
4	page-1066	bahan,bumbu,resep,masakan
4	page-1062	bahan,bumbu,resep,masakan
4	page-1058	bahan,bumbu,resep,masakan
4	page-1056	bahan,bumbu,resep,masakan
4	page-1054	bahan,bumbu,resep,masakan
4	page-1052	bahan,bumbu,resep,masakan
4	page-1048	bahan,bumbu,resep,masakan
4	page-1044	bahan,bumbu,resep,masakan
4	page-1042	bahan,bumbu,resep,masakan
4	page-1040	bahan,bumbu,resep,masakan
4	page-1038	bahan,bumbu,resep,masakan
4	page-1034	bahan,bumbu,resep,masakan
4	page-1030	bahan,bumbu,resep,masakan
4	page-1028	bahan,bumbu,resep,masakan
4	page-1024	bahan,bumbu,resep,masakan
4	page-1020	bahan,bumbu,resep,masakan
4	page-1018	bahan,bumbu,resep,masakan
4	page-1016	bahan,bumbu,resep,masakan
4	page-1010	bahan,bumbu,resep,masakan
4	page-1004	bahan,bumbu,resep,masakan
4	page-1000	bahan,bumbu,resep,masakan
4	page-0996	bahan,bumbu,resep,masakan
4	page-0984	bahan,bumbu,resep,masakan
4	page-0974	bahan,bumbu,resep,masakan
4	page-0958	bahan,bumbu,resep,masakan
4	page-0954	bahan,bumbu,resep,masakan
4	page-0952	bahan,bumbu,resep,masakan
4	page-0946	bahan,bumbu,resep,masakan
4	page-0942	bahan,bumbu,resep,masakan
4	page-0940	bahan,bumbu,resep,masakan
4	page-0938	bahan,bumbu,resep,masakan
4	page-0934	bahan,bumbu,resep,masakan
4	page-0932	bahan,bumbu,resep,masakan
4	page-0926	bahan,bumbu,resep,masakan
4	page-0924	bahan,bumbu,resep,masakan
4	page-0918	bahan,bumbu,resep,masakan
4	page-0916	bahan,bumbu,resep,masakan
4	page-0908	bahan,bumbu,resep,masakan
4	page-0906	bahan,bumbu,resep,masakan
4	page-0904	bahan,bumbu,resep,masakan
4	page-0902	bahan,bumbu,resep,masakan
4	page-0888	bahan,bumbu,resep,masakan
4	page-0884	bahan,bumbu,resep,masakan
4	page-0882	bahan,bumbu,resep,masakan
4	page-0872	bahan,bumbu,resep,masakan
4	page-0870	bahan,bumbu,resep,masakan
4	page-0868	bahan,bumbu,resep,masakan
4	page-0864	bahan,bumbu,resep,masakan
4	page-0862	bahan,bumbu,resep,masakan
4	page-0850	bahan,bumbu,resep,masakan
4	page-0846	bahan,bumbu,resep,masakan
