path	exists	bytes	mtime_epoch
step4_extraction/ledgers/recipe_block_ledger_skeleton.tsv	YES	1416	1766405638
step4_extraction/ledgers/page_to_recipe_block.tsv	YES	22245	1766407380
step4_extraction/ledgers/recipe_block_pages.tsv	YES	22574	1766407380
step4_extraction/ledgers/recipe_block_manifest.tsv	YES	1432	1766407765
step4_extraction/ledgers/recipe_block_file_manifest.tsv	YES	49461	1766407765
step4_extraction/qc/page_to_rb_overlaps.tsv	YES	35	1766407380
step4_extraction/qc/missing_pages_within_rb_ranges.tsv	YES	34	1766407380
